id,a_est,a_se,Tmin_est,Tmin_se,Tmax_est,Tmax_se,Value,Topt_se,starting_a,starting_Tmin,starting_Tmax
40,2.5206408045945765e-4,1.6239417580503096e-5,7.432726461342191,0.6278077615742373,30.050796801450893,0.08979849180379404,24.9142190748061,0.10398079282650693,1.2e-4,-4,30.5
40,2.5545998223243366e-4,1.5645616079235685e-5,7.646629697284341,0.5773818272440296,30.050668724167345,0.09013788152428241,24.943621473789385,0.09962718382274298,1.2e-4,-4,30.5
40,2.329034715806795e-4,1.4751907534539936e-5,6.290901118095787,0.6880739430193882,30.036996433693687,0.0720183883441612,24.750276602732487,0.10048412382406267,1.2e-4,-5,30.5
40,2.360561372228786e-4,1.5081558203860808e-5,6.497514128714451,0.6548696165788177,30.11079254827687,0.13656990807699074,24.836168573464356,0.12337910181790242,1.2e-4,-5,30.5
40,2.41763751292699e-4,1.724702347727905e-5,7.112930444575269,0.7393572291071469,30.046124372378266,0.08321272612948921,24.86689913397398,0.11263093842653032,1.2e-4,-4,30.5
40,2.0682813671793365e-4,1.4111439422133391e-5,5.543706883467692,0.7777796236031522,30.031232110446112,0.07513929332982401,24.649593717540437,0.10890539795532293,1.1e-4,-5,30.5
40,2.5101025621927363e-4,1.4867927681170173e-5,7.556277974403867,0.5644206290307435,30.108562345995313,0.11837087820780087,24.97714750274442,0.1095537814788713,1.5000000000000001e-4,0,30.5
40,2.4074583718408532e-4,1.5166562556386067e-5,7.496822639356398,0.6033543169958723,30.06013925229028,0.09884979391372949,24.930458720806342,0.10527154717639738,1.1e-4,-5,30.5
40,4.088350221815641e-4,1.907149338274265e-5,10.235709818716005,0.38073405828805207,27.629569074951657,0.05165480438840551,23.413549763105202,0.06687423212490717,1.2e-4,-4,30.5
40,2.639931503653934e-4,1.6372871211293735e-5,8.42159249190344,0.5346506744501167,30.083519291317593,0.1205269815674622,25.078906742246392,0.11171947759710862,1.2e-4,-4,30.5
40,2.3060128449991496e-4,1.6118695176331204e-5,6.872157458870952,0.7194099917039234,30.028228915863888,0.0724385412582353,24.82022309600294,0.10690449173462085,1.1e-4,-5,30.5
40,3.794617600484531e-4,1.9899173213971744e-5,9.85356142654613,0.4440275409632003,27.81688449946318,0.08490827698256549,23.500238532349044,0.08150169346592416,1.2e-4,-4,30.5
40,2.304921936214338e-4,1.4139953306972599e-5,6.669175171861241,0.6192300793257379,30.048776398606183,0.0950847160475646,24.80949646192682,0.10315794183188191,1.1e-4,-5,30.5
40,2.3156510891400735e-4,1.8420045422960698e-5,6.817351141549543,0.7952028084872426,30.252803714136643,0.2239261535728978,24.991646941132167,0.17818138726357619,1.4000000000000001e-4,-1,30.5
40,4.119133771359387e-4,1.9441172981021308e-5,10.205513281313243,0.369229950601664,27.518486254465827,0.02327795793249475,23.32118415995085,0.06099687655821857,1.1e-4,-5,30.5
40,2.3759468976236494e-4,1.5409736386982107e-5,6.871469230327383,0.6501245830331241,30.087337721917162,0.1223264284069249,24.86717555773661,0.11773591695316901,1.2e-4,-5,30.5
40,2.3624260779869785e-4,1.6289683323956483e-5,6.883268012495342,0.7130941930782456,30.078512553907462,0.10985757763061743,24.86173245774099,0.11789548147622157,1.2e-4,-4,30.5
40,2.5004514697347924e-4,1.4984939081879002e-5,7.257462353875734,0.5707250179396213,30.084567326626193,0.11982211500880775,24.917107884607713,0.11111986359148382,1.2e-4,-5,30.5
40,2.5533579927004103e-4,1.479332595801479e-5,7.644338453537229,0.5344393712972432,30.169520945557732,0.14841429264118203,25.03776980090537,0.12280136824979301,1.4000000000000001e-4,-2,30.5
40,2.4527501667085283e-4,1.466452851080084e-5,7.393879333818448,0.5688425589445919,30.021140470066662,0.06255711487519872,24.885308474479796,0.08839279993046584,1.1e-4,-5,30.5
40,2.3356551114079305e-4,1.6317240353750188e-5,7.137961454349113,0.6651265914343464,30.111577592750866,0.161570202421076,24.922361328299086,0.14010962627075477,1.1e-4,-5,30.5
40,2.522226322190995e-4,1.570512475586262e-5,7.75098229382413,0.5791715573603999,30.01396799006636,0.05140672513271523,24.928951604400048,0.0876127647155474,1.1e-4,-5,30.5
40,2.4195170787287914e-4,1.567237216941549e-5,6.840674505572223,0.6620853646136395,30.07598803247393,0.10800489125761381,24.854019770792924,0.1122289163022383,1.2e-4,-5,30.5
40,2.150568426325813e-4,1.5134607399311577e-5,5.836968859562379,0.7734522023956599,30.060994774793766,0.11080351881341906,24.710663423545657,0.12129440513413448,1.1e-4,-5,30.5
40,2.6962630939279645e-4,1.5401260904687304e-5,8.133983873543471,0.5025402300321921,30.055630780562744,0.09598687839820441,25.015815681416786,0.09627161484473186,1.2e-4,-5,30.5
40,2.53990368493685e-4,1.563441955861143e-5,7.691900273903594,0.5674693588178189,30.107744600882548,0.13216177981933777,24.99526102163798,0.11786099404949184,1.2e-4,-5,30.5
40,3.665242195877008e-4,1.7323902198258118e-5,9.333010363116545,0.3915015802327768,27.674670122144974,0.07020494722063775,23.306685841693668,0.07173366461839899,1.2e-4,-4,30.5
40,2.641641020446334e-4,1.5284149760652425e-5,7.943802033226122,0.5154722482472621,30.056757284794113,0.10003047411211705,24.9899049268735,0.09901070907760523,1.2e-4,-5,30.5
40,3.578058839844153e-4,1.892765121117367e-5,9.209048552414112,0.4515864451410873,27.5518982402334,0.04336784077354987,23.19056928268029,0.073225818597808,1.1e-4,-5,30.5
40,2.4653689102133516e-4,1.4437467743444518e-5,7.664575024643818,0.5405928408117142,30.05876654417666,0.09896971949905399,24.952545060583628,0.0999278513934615,1.2e-4,-4,30.5
40,2.53235006567719e-4,1.5198160447674761e-5,7.612918224109666,0.550930320389904,30.04451483787218,0.0938844003921,24.934061997419015,0.09901700588520831,1.2e-4,-4,30.5
40,2.715373601143241e-4,1.573682135476901e-5,8.5696585362231,0.4922815457867069,30.022146789201454,0.06275117849882053,25.05150276318465,0.08291214423944523,1.1e-4,-5,30.5
40,2.485887748875369e-4,1.3719090971808881e-5,6.999793284380306,0.570385800917907,30.022212618996498,0.04808832362160846,24.832589836838068,0.0826257186503939,1.2e-4,-5,30.5
40,3.698567044480616e-4,1.6921220784852182e-5,9.45771275218072,0.3759135304349602,27.639263552147227,0.06120768209233421,23.298033740960896,0.06749805985826954,1.2e-4,-4,30.5
40,2.591021307112174e-4,1.4959365645309265e-5,8.0329178721776,0.504682747402896,30.093605802864143,0.12695329491835738,25.031702533647707,0.11165681294155332,1.2e-4,-5,30.5
40,2.3075956222546657e-4,1.5132791422603559e-5,6.3851563943263505,0.7069612794672654,30.07744857260305,0.10301847290538721,24.79484012993562,0.11258193184577721,1.2e-4,-5,30.5
40,2.5570346420180593e-4,1.4461524630232827e-5,7.813751750322368,0.5058577082125636,30.023681980067813,0.06879530904307984,24.94542278697743,0.08473974376181354,1.1e-4,-5,30.5
40,2.592387154489664e-4,1.5276786907551165e-5,7.740194101436086,0.5448892228276195,30.02691748227563,0.06815026986644417,24.937739699686233,0.0884332170492274,1.2e-4,-5,30.5
40,2.588090858627867e-4,1.6869900179308824e-5,7.735342606566605,0.5619627546091716,30.38131247555487,0.2533505355472635,25.218707476236013,0.18824580203970429,1.2e-4,-4,31.5
40,2.3500741259442165e-4,1.3409179349748533e-5,6.547806972224323,0.5746359600585019,30.07922674703349,0.11372295216478352,24.81766601411537,0.10650194347669602,1.2e-4,-4,30.5
40,2.448702005371935e-4,1.6397778346352772e-5,7.357477364192007,0.626992404792905,30.12084296883215,0.15783179815195048,24.959607877880497,0.13551350716941657,1.2e-4,-4,30.5
40,2.4277011326274966e-4,1.756656760093795e-5,7.614272593696556,0.6656145030898725,30.248573133681074,0.21371530378037149,25.096450666051698,0.1680730837617411,1.3000000000000002e-4,-2,30.5
