a_est,a_se,tmin,tmin_se,tmax,tmax_se,topt,topt_se,start_a,start_tmin,start_tmax,id,authors,Year,title,DOI,vi,order,family,genus,species,feeding_guild,lat,sd_median,thermal_breadth...25,t50_left...26,t50_right...27,tsm,therm_range,thermal_breadth...30,t50_left...31,t50_right...32,therm_window,thermal_breadth...34,t50_left...35,t50_right...36,thermal_breadth
-0.3680122799984663,8.092133795022399e-6,0.8214187852404621,0.3604379654271393,0.04960533744575421,0.4224141092702628,0.1431584440532948,0.2958789393070471,9e-5,15,35.5,28,Khadioli,2014,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters",10.1017/S0007485314000601,0.003,Lepidoptera,Crambidae,Chilo,partellus,borer,-2.40199,0.0229895005926642,13.110399999999998,21.5041,34.6145,-0.598123873849426,-0.6964212666338679,13.110399999999998,21.5041,34.6145,-0.7301618446298473,13.110399999999998,21.5041,34.6145,-0.6356570136975825
-0.1241284250905269,8.195294603027681e-6,0.9173093055106677,0.2775988332795229,-0.19314595897376538,0.2911081147665374,-0.047168866561140686,0.2045239246604398,9e-5,15,35.5,28,Khadioli,2014,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters",10.1017/S0007485314000601,0.003,Lepidoptera,Crambidae,Chilo,partellus,borer,-2.40199,0.0229895005926642,12.2456,21.541500000000003,33.7871,-0.8188638837895533,-0.9034970825843154,12.2456,21.541500000000003,33.7871,-0.9191641705278815,12.2456,21.541500000000003,33.7871,-0.8560135378755985
-0.39221019399532175,8.2043357921497e-6,0.732546697191761,0.3646430244668722,0.002737825564932127,0.4349212938307287,0.06666969538742322,0.3029650862676371,8e-5,13,35.5,28,Khadioli,2014,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters",10.1017/S0007485314000601,0.003,Lepidoptera,Crambidae,Chilo,partellus,borer,-2.40199,0.0229895005926642,13.265800000000002,21.1746,34.440400000000004,-0.5628402209920552,-0.6356570136975825,13.265800000000002,21.1746,34.440400000000004,-0.6566472388071027,13.265800000000002,21.1746,34.440400000000004,-0.5872455046535894
-0.4635625859684222,7.89135455823635e-6,0.7222421206213755,0.41693338250874823,0.08070116330750451,0.4622924267551458,0.15300027521929424,0.32049476767972723,8e-5,14,35.5,28,Khadioli,2014,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters",10.1017/S0007485314000601,0.003,Lepidoptera,Crambidae,Chilo,partellus,borer,-2.40199,0.0229895005926642,13.496600000000004,21.2773,34.773900000000005,-0.49358125509590206,-0.5493475077242109,13.496600000000004,21.2773,34.773900000000005,-0.571414877427074,13.496600000000004,21.2773,34.773900000000005,-0.5080649895189496
-0.4554487810645665,9.191360143399488e-6,0.6611827137074582,0.4830058654826578,0.08802806644128877,0.5440748264718042,0.14500270274401694,0.376322303162607,8e-5,13,35.5,28,Khadioli,2014,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters",10.1017/S0007485314000601,0.003,Lepidoptera,Crambidae,Chilo,partellus,borer,-2.40199,0.0229895005926642,13.691200000000002,21.1214,34.8126,-0.4312836517266506,-0.48398282491375727,13.691200000000002,21.1214,34.8126,-0.49564396088011337,13.691200000000002,21.1214,34.8126,-0.4460203803946992
-0.3660598875067988,8.367902605207367e-6,0.8180134372269613,0.3511609557035661,-0.020382976171085244,0.418993648724341,0.06727946637805915,0.29358096403998607,9e-5,15,35.5,28,Khadioli,2014,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters",10.1017/S0007485314000601,0.003,Lepidoptera,Crambidae,Chilo,partellus,borer,-2.40199,0.0229895005926642,12.940400000000004,21.3981,34.3385,-0.6551384151613048,-0.7550104394359474,12.940400000000004,21.3981,34.3385,-0.7811594194494459,12.940400000000004,21.3981,34.3385,-0.6817637498852066
-0.4279475317810651,7.934570167739859e-6,0.7357329978763301,0.3786286547175837,0.028903257533229528,0.435298930359312,0.10025027785785556,0.30254880226539377,9e-5,15,35.5,28,Khadioli,2014,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters",10.1017/S0007485314000601,0.003,Lepidoptera,Crambidae,Chilo,partellus,borer,-2.40199,0.0229895005926642,13.319200000000002,21.2252,34.5444,-0.5436962906242403,-0.6186225414296435,13.319200000000002,21.2252,34.5444,-0.6408780134207928,13.319200000000002,21.2252,34.5444,-0.5664079305769378
-0.25177679797981545,7.9128601267508e-6,0.873700179093264,0.29792295973296057,-0.08375349056376577,0.34437249930277264,0.017340409224081095,0.2417993086503127,9e-5,15,35.5,28,Khadioli,2014,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters",10.1017/S0007485314000601,0.003,Lepidoptera,Crambidae,Chilo,partellus,borer,-2.40199,0.0229895005926642,12.610499999999998,21.4663,34.0768,-0.745337095401399,-0.8542596028287396,12.610499999999998,21.4663,34.0768,-0.8692530478476072,12.610499999999998,21.4663,34.0768,-0.7852934190699062
-0.3667105296088659,8.148658728685216e-6,0.7770387269021399,0.3548259780482832,-0.03012059745839628,0.399108463637942,0.04229675021506477,0.27758228101474564,8e-5,13,35.5,28,Khadioli,2014,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters",10.1017/S0007485314000601,0.003,Lepidoptera,Crambidae,Chilo,partellus,borer,-2.40199,0.0229895005926642,13.040100000000002,21.2601,34.300200000000004,-0.6297112890622648,-0.7230320494409355,13.040100000000002,21.2601,34.300200000000004,-0.745337095401399,13.040100000000002,21.2601,34.300200000000004,-0.6589132819810916
-0.3948397392496205,8.4929132273145e-6,0.6956461045813771,0.4306434143144569,0.026468704368368595,0.43145363052342406,0.08741731608131789,0.29590813945701877,8e-5,13,35.5,28,Khadioli,2014,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters",10.1017/S0007485314000601,0.003,Lepidoptera,Crambidae,Chilo,partellus,borer,-2.40199,0.0229895005926642,13.421200000000002,21.1185,34.5397,-0.5170846229388335,-0.5735650974666259,13.421200000000002,21.1185,34.5397,-0.5894155850194082,13.421200000000002,21.1185,34.5397,-0.5338481435964938
-0.19190638744852945,7.997367027628599e-6,0.8916644465950679,0.29174223578586644,-0.1665572330798866,0.30807129051813964,-0.03803447582211199,0.21572650503746632,9e-5,15,35.5,28,Khadioli,2014,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters",10.1017/S0007485314000601,0.003,Lepidoptera,Crambidae,Chilo,partellus,borer,-2.40199,0.0229895005926642,12.388299999999996,21.4674,33.8557,-0.7961052313300102,-0.8844444986448755,12.388299999999996,21.4674,33.8557,-0.8998428569638838,12.388299999999997,21.4674,33.8557,-0.8265447469907464
